province_name,year,month,mean_temp,max_temp,min_temp,precipitation
Papua,1972,12_Dec,24.88,29.64,20.18,210.95
Papua,1973,01_Jan,24.76,29.35,20.22,332.59
Papua,1973,02_Feb,24.84,29.46,20.28,283.22
Papua,1973,03_Mar,24.67,29.27,20.13,440.24
Papua,1973,04_Apr,24.7,29.39,20.05,405.74
Papua,1973,05_May,24.49,29.15,19.89,310.38
Papua,1973,06_Jun,24.6,29.14,20.11,291.5
Papua,1973,07_Jul,23.45,27.84,19.12,215.66
Papua,1973,08_Aug,23.75,28.33,19.23,300.99
Papua,1973,09_Sep,24.12,29.04,19.26,358.03
Papua,1973,10_Oct,24.42,29.62,19.28,264.09
Papua,1973,11_Nov,24.58,29.65,19.56,254.24
Papua,1973,12_Dec,24.6,29.4,19.85,263.91
Papua,1974,01_Jan,24.64,29.41,19.92,249.71
Papua,1974,02_Feb,24.57,29.32,19.86,306.57
Papua,1974,03_Mar,24.5,29.29,19.76,316.7
Papua,1974,04_Apr,25.03,30.05,20.06,325.59
Papua,1974,05_May,24.56,29.19,19.99,222.12
Papua,1974,06_Jun,23.88,28.5,19.31,243.51
Papua,1974,07_Jul,23.41,28.02,18.86,292.64
Papua,1974,08_Aug,23.75,28.52,19.01,201.72
Papua,1974,09_Sep,24.33,29.48,19.22,294.12
Papua,1974,10_Oct,24.49,29.6,19.42,279.11
Papua,1974,11_Nov,24.66,29.58,19.78,289.66
Papua,1974,12_Dec,24.38,28.79,20.03,266.51
Papua,1975,01_Jan,24.25,29.1,19.45,314.62
Papua,1975,02_Feb,24.15,28.77,19.57,276.81
Papua,1975,03_Mar,24.1,28.7,19.55,347.95
Papua,1975,04_Apr,24.59,29.53,19.69,314.62
Papua,1975,05_May,24.54,29.51,19.62,285.98
Papua,1975,06_Jun,23.93,28.54,19.38,292.82
Papua,1975,07_Jul,23.63,28.27,19.03,245.84
Papua,1975,08_Aug,23.65,28.38,18.97,330.26
Papua,1975,09_Sep,24.0,28.83,19.22,277.35
Papua,1975,10_Oct,24.39,29.54,19.29,344.55
Papua,1975,11_Nov,24.68,29.79,19.62,256.65
Papua,1975,12_Dec,24.36,29.21,19.57,305.88
Papua,1976,01_Jan,24.24,29.06,19.47,292.57
Papua,1976,02_Feb,24.12,29.2,19.08,268.02
Papua,1976,03_Mar,24.28,28.9,19.71,371.29
Papua,1976,04_Apr,24.48,29.21,19.81,322.23
Papua,1976,05_May,24.42,29.14,19.74,291.01
Papua,1976,06_Jun,23.67,28.39,19.0,224.22
Papua,1976,07_Jul,23.34,27.99,18.75,226.7
Papua,1976,08_Aug,23.09,27.8,18.43,213.61
Papua,1976,09_Sep,23.68,28.78,18.63,127.27
Papua,1976,10_Oct,24.17,29.33,19.07,245.72
Papua,1976,11_Nov,24.8,30.16,19.49,297.96
Papua,1976,12_Dec,24.69,29.67,19.77,274.54
Papua,1977,01_Jan,24.42,29.18,19.7,292.79
Papua,1977,02_Feb,24.43,29.34,19.57,341.86
Papua,1977,03_Mar,24.55,29.32,19.83,323.8
Papua,1977,04_Apr,24.73,29.43,20.07,373.87
Papua,1977,05_May,24.11,28.74,19.53,340.36
Papua,1977,06_Jun,23.49,28.15,18.87,230.27
Papua,1977,07_Jul,23.14,27.59,18.75,357.53
Papua,1977,08_Aug,22.97,27.31,18.68,257.81
Papua,1977,09_Sep,23.85,28.69,19.08,227.09
Papua,1977,10_Oct,24.09,29.06,19.17,244.29
Papua,1977,11_Nov,24.48,29.76,19.23,186.27
Papua,1977,12_Dec,24.81,29.61,20.07,245.9
Papua,1978,01_Jan,24.5,29.27,19.8,281.89
Papua,1978,02_Feb,24.55,29.29,19.86,250.28
Papua,1978,03_Mar,24.51,29.16,19.91,404.39
Papua,1978,04_Apr,24.77,29.46,20.13,303.65
Papua,1978,05_May,24.9,29.61,20.24,242.54
Papua,1978,06_Jun,24.33,28.97,19.73,255.02
Papua,1978,07_Jul,23.65,28.22,19.13,212.44
Papua,1978,08_Aug,23.53,28.04,19.07,327.57
Papua,1978,09_Sep,23.56,28.29,18.89,291.03
Papua,1978,10_Oct,24.36,29.46,19.31,209.34
Papua,1978,11_Nov,24.43,29.47,19.43,235.31
Papua,1978,12_Dec,24.55,29.3,19.84,327.48
Papua,1979,01_Jan,24.65,29.5,19.84,183.6
Papua,1979,02_Feb,24.69,29.57,19.85,264.74
Papua,1979,03_Mar,24.58,29.15,20.05,391.65
Papua,1979,04_Apr,24.37,29.05,19.74,205.6
Papua,1979,05_May,24.31,28.86,19.82,310.9
Papua,1979,06_Jun,24.0,28.55,19.5,228.09
Papua,1979,07_Jul,23.31,27.87,18.81,240.04
Papua,1979,08_Aug,23.44,28.17,18.77,159.87
Papua,1979,09_Sep,23.7,28.39,19.05,195.71
Papua,1979,10_Oct,24.71,29.91,19.56,195.73
Papua,1979,11_Nov,24.49,29.58,19.45,209.46
Papua,1979,12_Dec,24.92,29.69,20.21,245.54
Papua,1980,01_Jan,24.82,29.54,20.15,321.87
Papua,1980,02_Feb,24.42,29.13,19.74,304.36
Papua,1980,03_Mar,24.49,29.1,19.92,296.05
Papua,1980,04_Apr,25.1,29.66,20.59,331.43
Papua,1980,05_May,24.79,29.42,20.23,310.28
Papua,1980,06_Jun,24.17,28.74,19.66,271.26
Papua,1980,07_Jul,23.51,27.94,19.13,240.57
Papua,1980,08_Aug,23.18,27.64,18.77,281.31
Papua,1980,09_Sep,23.95,28.85,19.1,132.05
Papua,1980,10_Oct,24.38,29.36,19.46,178.66
Papua,1980,11_Nov,24.55,29.52,19.63,171.57
Papua,1980,12_Dec,24.66,29.57,19.8,298.76
Papua,1981,01_Jan,24.49,29.27,19.77,312.67
Papua,1981,02_Feb,24.15,28.95,19.4,250.93
Papua,1981,03_Mar,24.44,29.15,19.78,346.78
Papua,1981,04_Apr,24.6,29.29,19.95,379.26
Papua,1981,05_May,24.77,29.43,20.16,324.72
Papua,1981,06_Jun,24.16,28.7,19.66,317.66
Papua,1981,07_Jul,23.67,28.07,19.33,360.26
Papua,1981,08_Aug,23.68,28.47,18.94,186.5
Papua,1981,09_Sep,23.92,28.66,19.24,264.53
Papua,1981,10_Oct,24.21,29.2,19.27,258.1
Papua,1981,11_Nov,24.89,29.94,19.9,241.05
Papua,1981,12_Dec,24.82,29.54,20.14,337.69
Papua,1982,01_Jan,24.53,29.27,19.84,317.13
Papua,1982,02_Feb,24.66,29.47,19.89,283.62
Papua,1982,03_Mar,24.71,29.4,20.06,320.61
Papua,1982,04_Apr,24.86,29.69,20.08,281.67
Papua,1982,05_May,24.48,29.04,19.96,234.97
Papua,1982,06_Jun,23.91,28.46,19.42,232.05
Papua,1982,07_Jul,23.27,27.94,18.65,214.03
Papua,1982,08_Aug,23.03,27.73,18.38,164.94
Papua,1982,09_Sep,23.46,28.53,18.44,112.95
Papua,1982,10_Oct,23.97,29.34,18.67,142.39
Papua,1982,11_Nov,24.09,29.24,18.99,139.06
Papua,1982,12_Dec,25.03,29.81,20.31,235.61
Papua,1983,01_Jan,24.55,29.12,20.03,297.2
Papua,1983,02_Feb,24.9,29.75,20.1,282.06
Papua,1983,03_Mar,24.82,29.5,20.19,357.06
Papua,1983,04_Apr,24.84,29.46,20.28,348.82
Papua,1983,05_May,24.29,28.81,19.82,321.87
Papua,1983,06_Jun,24.28,28.8,19.81,280.6
Papua,1983,07_Jul,23.38,27.87,18.93,196.86
Papua,1983,08_Aug,23.42,27.93,18.95,257.77
Papua,1983,09_Sep,23.78,28.53,19.09,255.33
Papua,1983,10_Oct,24.56,29.58,19.57,300.2
Papua,1983,11_Nov,25.02,30.0,20.09,201.62
Papua,1983,12_Dec,24.72,29.55,19.94,280.17
Papua,1984,01_Jan,24.6,29.33,19.92,329.51
Papua,1984,02_Feb,24.44,29.19,19.73,311.63
Papua,1984,03_Mar,24.73,29.49,20.02,296.5
Papua,1984,04_Apr,24.52,29.23,19.85,341.77
Papua,1984,05_May,24.23,28.71,19.8,342.55
Papua,1984,06_Jun,23.66,28.16,19.21,264.56
Papua,1984,07_Jul,23.06,27.43,18.74,242.74
Papua,1984,08_Aug,23.37,27.86,18.94,261.03
Papua,1984,09_Sep,23.64,28.42,18.91,247.44
Papua,1984,10_Oct,24.39,29.38,19.44,229.78
Papua,1984,11_Nov,24.83,29.77,19.95,174.94
Papua,1984,12_Dec,24.79,29.52,20.1,323.99
Papua,1985,01_Jan,24.68,29.21,20.2,302.8
Papua,1985,02_Feb,24.79,29.49,20.13,297.96
Papua,1985,03_Mar,24.91,29.6,20.27,305.93
Papua,1985,04_Apr,24.74,29.35,20.19,311.22
Papua,1985,05_May,24.65,29.11,20.24,319.29
Papua,1985,06_Jun,23.85,28.4,19.35,313.96
Papua,1985,07_Jul,23.12,27.55,18.74,271.41
Papua,1985,08_Aug,23.33,27.76,18.95,265.94
Papua,1985,09_Sep,23.71,28.47,19.02,305.64
Papua,1985,10_Oct,24.4,29.34,19.5,270.5
Papua,1985,11_Nov,24.76,29.75,19.83,232.8
Papua,1985,12_Dec,24.87,29.51,20.28,283.65
Papua,1986,01_Jan,24.59,29.07,20.17,308.58
Papua,1986,02_Feb,24.81,29.52,20.16,253.89
Papua,1986,03_Mar,24.75,29.37,20.18,365.06
Papua,1986,04_Apr,24.65,29.28,20.08,383.89
Papua,1986,05_May,24.69,29.58,19.86,242.64
Papua,1986,06_Jun,24.44,28.86,20.05,288.86
Papua,1986,07_Jul,23.79,28.13,19.49,285.95
Papua,1986,08_Aug,23.8,28.25,19.4,274.52
Papua,1986,09_Sep,24.03,28.81,19.3,190.25
Papua,1986,10_Oct,24.51,29.45,19.62,235.66
Papua,1986,11_Nov,24.64,29.56,19.76,226.05
Papua,1986,12_Dec,25.03,29.78,20.34,249.54
Papua,1987,01_Jan,24.71,29.27,20.22,369.03
Papua,1987,02_Feb,24.48,29.17,19.84,280.41
Papua,1987,03_Mar,24.83,29.46,20.25,356.77
Papua,1987,04_Apr,24.52,28.85,20.22,277.06
Papua,1987,05_May,24.61,29.19,20.08,257.32
Papua,1987,06_Jun,24.55,29.05,20.11,224.74
Papua,1987,07_Jul,23.73,28.08,19.41,225.5
Papua,1987,08_Aug,23.62,28.06,19.23,211.07
Papua,1987,09_Sep,24.04,28.8,19.33,211.57
Papua,1987,10_Oct,24.37,29.35,19.44,172.14
Papua,1987,11_Nov,25.17,30.06,20.35,209.1
Papua,1987,12_Dec,25.11,29.86,20.42,285.12
Papua,1988,01_Jan,25.02,29.59,20.51,321.24
Papua,1988,02_Feb,25.02,29.64,20.45,274.79
Papua,1988,03_Mar,24.95,29.47,20.47,349.43
Papua,1988,04_Apr,25.04,29.65,20.49,241.18
Papua,1988,05_May,24.83,29.37,20.34,271.49
Papua,1988,06_Jun,24.26,28.81,19.75,243.95
Papua,1988,07_Jul,23.82,28.29,19.4,265.97
Papua,1988,08_Aug,24.06,28.38,19.78,280.19
Papua,1988,09_Sep,23.94,28.52,19.4,351.04
Papua,1988,10_Oct,24.66,29.5,19.88,297.97
Papua,1988,11_Nov,25.07,29.9,20.3,241.81
Papua,1988,12_Dec,24.58,29.09,20.13,298.95
Papua,1989,01_Jan,24.81,29.34,20.33,347.21
Papua,1989,02_Feb,24.75,29.42,20.12,275.22
Papua,1989,03_Mar,24.52,29.15,19.93,372.1
Papua,1989,04_Apr,24.91,29.47,20.39,298.39
Papua,1989,05_May,24.65,29.09,20.25,292.28
Papua,1989,06_Jun,24.05,28.47,19.69,236.81
Papua,1989,07_Jul,23.52,27.86,19.24,265.3
Papua,1989,08_Aug,23.52,27.57,19.51,278.43
Papua,1989,09_Sep,23.99,28.71,19.32,306.51
Papua,1989,10_Oct,24.59,29.47,19.75,261.82
Papua,1989,11_Nov,24.78,29.52,20.1,223.56
Papua,1989,12_Dec,24.99,29.37,20.67,279.09
Papua,1990,01_Jan,24.64,28.93,20.41,348.74
Papua,1990,02_Feb,24.74,29.52,20.01,240.81
Papua,1990,03_Mar,25.01,29.62,20.45,300.63
Papua,1990,04_Apr,25.09,29.9,20.33,282.55
Papua,1990,05_May,24.7,29.05,20.4,297.51
Papua,1990,06_Jun,24.09,28.6,19.62,299.36
Papua,1990,07_Jul,23.64,28.07,19.26,284.46
Papua,1990,08_Aug,23.43,28.01,18.92,284.22
Papua,1990,09_Sep,23.69,28.53,18.91,252.02
Papua,1990,10_Oct,24.59,29.65,19.59,263.36
Papua,1990,11_Nov,25.02,30.04,20.05,184.1
Papua,1990,12_Dec,25.26,29.96,20.61,268.01
Papua,1991,01_Jan,24.56,29.17,20.0,389.81
Papua,1991,02_Feb,24.37,29.07,19.72,273.24
Papua,1991,03_Mar,24.81,29.48,20.19,340.19
Papua,1991,04_Apr,24.92,29.61,20.27,361.05
Papua,1991,05_May,24.53,29.13,19.98,233.87
Papua,1991,06_Jun,24.31,28.92,19.74,164.08
Papua,1991,07_Jul,23.36,27.87,18.9,300.4
Papua,1991,08_Aug,23.43,28.0,18.92,277.73
Papua,1991,09_Sep,24.04,28.92,19.21,165.75
Papua,1991,10_Oct,24.22,29.33,19.17,223.81
Papua,1991,11_Nov,24.73,29.76,19.75,152.29
Papua,1991,12_Dec,25.02,29.77,20.33,246.57
Papua,1992,01_Jan,24.72,29.39,20.1,288.26
Papua,1992,02_Feb,24.75,29.49,20.04,278.22
Papua,1992,03_Mar,25.11,29.79,20.48,329.4
Papua,1992,04_Apr,24.39,29.1,19.72,325.51
Papua,1992,05_May,24.52,28.98,20.11,322.55
Papua,1992,06_Jun,24.22,28.67,19.81,224.52
Papua,1992,07_Jul,23.32,27.73,18.97,294.55
Papua,1992,08_Aug,23.7,28.25,19.21,262.24
Papua,1992,09_Sep,24.34,29.23,19.51,176.07
Papua,1992,10_Oct,24.57,29.47,19.73,216.92
Papua,1992,11_Nov,24.76,29.81,19.77,147.93
Papua,1992,12_Dec,24.7,29.21,20.25,235.66
Papua,1993,01_Jan,24.31,28.93,19.74,295.94
Papua,1993,02_Feb,24.39,29.02,19.8,241.93
Papua,1993,03_Mar,24.68,29.32,20.1,286.03
Papua,1993,04_Apr,24.68,29.39,20.01,304.63
Papua,1993,05_May,24.51,29.09,19.97,274.58
Papua,1993,06_Jun,24.15,28.71,19.63,232.89
Papua,1993,07_Jul,23.67,28.15,19.23,222.69
Papua,1993,08_Aug,23.43,27.98,18.93,264.23
Papua,1993,09_Sep,23.77,28.27,19.33,178.62
Papua,1993,10_Oct,24.61,29.5,19.77,210.95
Papua,1993,11_Nov,24.9,29.85,20.0,156.26
Papua,1993,12_Dec,24.8,29.36,20.31,264.15
Papua,1994,01_Jan,24.57,29.01,20.19,294.42
Papua,1994,02_Feb,24.79,29.4,20.23,224.48
Papua,1994,03_Mar,24.81,29.29,20.38,335.84
Papua,1994,04_Apr,24.6,29.06,20.19,342.9
Papua,1994,05_May,24.62,28.93,20.36,198.5
Papua,1994,06_Jun,24.07,28.64,19.55,241.34
Papua,1994,07_Jul,23.63,28.1,19.19,206.88
Papua,1994,08_Aug,23.47,27.76,19.24,261.63
Papua,1994,09_Sep,23.67,28.51,18.89,210.63
Papua,1994,10_Oct,24.43,29.36,19.55,244.09
Papua,1994,11_Nov,24.7,29.6,19.85,149.23
Papua,1994,12_Dec,24.75,29.37,20.19,287.16
Papua,1995,01_Jan,24.3,28.79,19.87,309.71
Papua,1995,02_Feb,24.5,29.23,19.82,333.81
Papua,1995,03_Mar,24.67,29.25,20.16,316.11
Papua,1995,04_Apr,24.82,29.41,20.27,272.78
Papua,1995,05_May,24.68,29.16,20.26,230.95
Papua,1995,06_Jun,24.24,28.81,19.73,234.54
Papua,1995,07_Jul,23.48,27.95,19.04,239.77
Papua,1995,08_Aug,23.49,27.95,19.07,273.14
Papua,1995,09_Sep,23.81,28.64,19.03,237.04
Papua,1995,10_Oct,24.32,29.37,19.32,239.71
Papua,1995,11_Nov,24.81,29.8,19.86,207.38
Papua,1995,12_Dec,24.68,29.27,20.13,278.57
Papua,1996,01_Jan,24.5,29.08,19.99,311.38
Papua,1996,02_Feb,24.83,29.42,20.28,342.02
Papua,1996,03_Mar,24.61,29.27,20.01,290.87
Papua,1996,04_Apr,24.56,29.05,20.13,366.87
Papua,1996,05_May,24.42,29.0,19.88,285.25
Papua,1996,06_Jun,24.11,28.68,19.59,186.98
Papua,1996,07_Jul,23.34,27.81,18.9,206.76
Papua,1996,08_Aug,23.38,27.85,18.97,269.8
Papua,1996,09_Sep,24.28,28.93,19.67,277.58
Papua,1996,10_Oct,24.35,29.4,19.35,261.22
Papua,1996,11_Nov,24.84,29.75,19.99,211.86
Papua,1996,12_Dec,24.9,29.56,20.28,305.57
Papua,1997,01_Jan,24.38,29.04,19.78,306.71
Papua,1997,02_Feb,24.61,29.36,19.91,300.96
Papua,1997,03_Mar,24.54,29.19,19.93,353.12
Papua,1997,04_Apr,24.59,29.3,19.92,294.28
Papua,1997,05_May,24.25,28.83,19.71,292.94
Papua,1997,06_Jun,24.19,28.81,19.62,234.08
Papua,1997,07_Jul,23.4,27.88,18.97,277.13
Papua,1997,08_Aug,23.41,27.96,18.9,250.68
Papua,1997,09_Sep,23.81,28.65,19.03,232.57
Papua,1997,10_Oct,24.38,29.43,19.38,236.39
Papua,1997,11_Nov,24.52,29.51,19.57,224.42
Papua,1997,12_Dec,24.85,29.56,20.19,267.11
Papua,1998,01_Jan,24.61,29.27,20.01,304.85
Papua,1998,02_Feb,24.89,29.64,20.19,289.98
Papua,1998,03_Mar,24.84,29.5,20.23,359.17
Papua,1998,04_Apr,24.95,29.66,20.28,263.02
Papua,1998,05_May,24.7,29.28,20.16,302.28
Papua,1998,06_Jun,24.3,28.87,19.78,265.25
Papua,1998,07_Jul,23.76,28.24,19.33,269.12
Papua,1998,08_Aug,23.53,27.98,19.14,295.46
Papua,1998,09_Sep,24.02,28.76,19.33,282.3
Papua,1998,10_Oct,24.56,29.42,19.75,257.48
Papua,1998,11_Nov,24.91,29.91,19.96,240.75
Papua,1998,12_Dec,24.58,29.3,19.92,269.91
Papua,1999,01_Jan,24.64,29.3,20.04,309.57
Papua,1999,02_Feb,24.69,29.43,19.98,297.49
Papua,1999,03_Mar,24.61,29.27,20.0,357.1
Papua,1999,04_Apr,24.62,29.33,19.96,321.17
Papua,1999,05_May,23.97,28.46,19.53,279.27
Papua,1999,06_Jun,24.31,28.87,19.79,262.12
Papua,1999,07_Jul,23.38,27.86,18.95,267.67
Papua,1999,08_Aug,23.41,27.97,18.91,264.54
Papua,1999,09_Sep,23.8,28.64,19.02,233.79
Papua,1999,10_Oct,24.38,29.43,19.39,247.48
Papua,1999,11_Nov,24.7,29.7,19.75,230.21
Papua,1999,12_Dec,24.54,29.25,19.88,279.41
Papua,2000,01_Jan,24.64,29.3,20.04,306.64
Papua,2000,02_Feb,24.49,29.23,19.79,246.73
Papua,2000,03_Mar,24.6,29.26,20.0,357.24
Papua,2000,04_Apr,24.7,29.41,20.03,309.38
Papua,2000,05_May,24.4,28.99,19.87,301.54
Papua,2000,06_Jun,23.75,28.32,19.23,267.1
Papua,2000,07_Jul,23.3,27.78,18.87,251.5
Papua,2000,08_Aug,23.42,27.98,18.92,273.89
Papua,2000,09_Sep,23.81,28.65,19.03,189.22
Papua,2000,10_Oct,24.26,29.1,19.47,283.87
Papua,2000,11_Nov,24.85,29.84,19.9,264.46
Papua,2000,12_Dec,24.43,29.14,19.76,275.2
Papua,2001,01_Jan,24.33,28.77,19.95,312.81
Papua,2001,02_Feb,24.71,29.44,20.03,291.1
Papua,2001,03_Mar,24.53,29.1,20.01,410.41
Papua,2001,04_Apr,24.86,29.41,20.36,326.03
Papua,2001,05_May,24.4,28.89,19.96,302.51
Papua,2001,06_Jun,24.2,28.69,19.75,275.48
Papua,2001,07_Jul,23.68,28.11,19.29,195.39
Papua,2001,08_Aug,23.86,28.24,19.53,251.68
Papua,2001,09_Sep,23.95,28.67,19.27,253.14
Papua,2001,10_Oct,24.4,29.42,19.43,270.89
Papua,2001,11_Nov,24.82,29.71,19.99,252.77
Papua,2001,12_Dec,24.82,29.44,20.25,280.98
Papua,2002,01_Jan,24.69,29.31,20.12,300.79
Papua,2002,02_Feb,24.64,29.41,19.92,265.54
Papua,2002,03_Mar,24.92,29.54,20.36,331.39
Papua,2002,04_Apr,25.05,29.74,20.41,299.45
Papua,2002,05_May,24.95,29.46,20.48,297.21
Papua,2002,06_Jun,24.4,28.97,19.88,277.8
Papua,2002,07_Jul,23.52,28.1,18.97,229.52
Papua,2002,08_Aug,23.84,28.29,19.45,250.85
Papua,2002,09_Sep,24.29,29.15,19.48,277.25
Papua,2002,10_Oct,24.85,29.98,19.76,226.05
Papua,2002,11_Nov,24.91,29.91,19.96,222.39
Papua,2002,12_Dec,24.96,29.65,20.32,284.85
Papua,2003,01_Jan,24.47,29.09,19.9,283.74
Papua,2003,02_Feb,24.8,29.46,20.19,292.22
Papua,2003,03_Mar,24.37,28.96,19.83,367.27
Papua,2003,04_Apr,25.09,29.61,20.61,266.91
Papua,2003,05_May,25.15,29.71,20.64,273.28
Papua,2003,06_Jun,24.82,29.41,20.27,245.28
Papua,2003,07_Jul,23.7,28.03,19.4,269.78
Papua,2003,08_Aug,23.31,27.82,18.85,298.28
Papua,2003,09_Sep,23.73,28.39,19.12,239.19
Papua,2003,10_Oct,24.56,29.51,19.65,266.05
Papua,2003,11_Nov,25.25,30.13,20.42,216.19
Papua,2003,12_Dec,25.09,29.67,20.57,284.65
Papua,2004,01_Jan,24.95,29.56,20.38,316.49
Papua,2004,02_Feb,24.88,29.53,20.27,266.63
Papua,2004,03_Mar,25.11,29.75,20.53,351.67
Papua,2004,04_Apr,25.24,29.85,20.67,288.11
Papua,2004,05_May,24.73,29.27,20.24,282.34
Papua,2004,06_Jun,24.44,29.01,19.92,251.5
Papua,2004,07_Jul,23.5,28.02,19.03,232.69
Papua,2004,08_Aug,23.39,27.92,18.91,225.97
Papua,2004,09_Sep,23.6,28.21,19.04,246.7
Papua,2004,10_Oct,24.69,29.58,19.85,229.81
Papua,2004,11_Nov,24.79,29.66,19.99,212.62
Papua,2004,12_Dec,24.89,29.55,20.27,275.95
Papua,2005,01_Jan,24.66,29.19,20.19,328.12
Papua,2005,02_Feb,25.0,29.64,20.42,270.81
Papua,2005,03_Mar,24.86,29.49,20.27,330.27
Papua,2005,04_Apr,24.77,29.61,19.97,413.37
Papua,2005,05_May,24.37,28.84,19.95,289.96
Papua,2005,06_Jun,23.97,28.46,19.53,254.35
Papua,2005,07_Jul,23.53,27.92,19.19,274.17
Papua,2005,08_Aug,23.58,28.0,19.21,231.63
Papua,2005,09_Sep,23.81,28.54,19.14,191.79
Papua,2005,10_Oct,24.42,29.46,19.42,272.91
Papua,2005,11_Nov,24.79,29.65,19.98,230.47
Papua,2005,12_Dec,24.58,29.18,20.03,285.04
Papua,2006,01_Jan,24.46,29.09,19.87,321.34
Papua,2006,02_Feb,24.87,29.56,20.25,271.53
Papua,2006,03_Mar,24.69,29.32,20.1,381.53
Papua,2006,04_Apr,24.69,29.24,20.19,314.95
Papua,2006,05_May,24.75,29.33,20.21,267.11
Papua,2006,06_Jun,23.77,28.23,19.35,278.15
Papua,2006,07_Jul,23.56,28.01,19.16,241.13
Papua,2006,08_Aug,23.81,27.96,19.71,221.34
Papua,2006,09_Sep,23.69,28.19,19.24,208.75
Papua,2006,10_Oct,24.82,29.73,19.96,226.95
Papua,2006,11_Nov,24.63,29.63,19.68,218.33
Papua,2006,12_Dec,24.8,29.42,20.24,239.72
Papua,2007,01_Jan,24.78,29.31,20.31,291.24
Papua,2007,02_Feb,24.64,29.27,20.05,361.75
Papua,2007,03_Mar,24.45,28.97,19.97,397.27
Papua,2007,04_Apr,24.46,28.99,19.98,301.9
Papua,2007,05_May,24.65,29.07,20.27,386.56
Papua,2007,06_Jun,24.23,28.66,19.86,265.44
Papua,2007,07_Jul,23.47,27.85,19.13,314.03
Papua,2007,08_Aug,23.28,27.68,18.93,256.03
Papua,2007,09_Sep,23.71,28.23,19.23,188.97
Papua,2007,10_Oct,24.46,29.28,19.69,179.6
Papua,2007,11_Nov,24.54,29.21,19.91,220.29
Papua,2007,12_Dec,24.81,29.38,20.28,228.0
Papua,2008,01_Jan,24.32,29.08,19.62,297.9
Papua,2008,02_Feb,24.64,29.23,20.1,306.06
Papua,2008,03_Mar,24.61,29.16,20.11,389.34
Papua,2008,04_Apr,24.22,28.93,19.55,425.68
Papua,2008,05_May,24.15,28.49,19.87,301.47
Papua,2008,06_Jun,23.71,28.28,19.19,396.08
Papua,2008,07_Jul,23.19,27.57,18.85,221.55
Papua,2008,08_Aug,22.98,27.16,18.86,300.55
Papua,2008,09_Sep,23.72,28.89,18.59,219.55
Papua,2008,10_Oct,24.07,28.82,19.37,308.08
Papua,2008,11_Nov,24.47,29.28,19.71,199.97
Papua,2008,12_Dec,24.88,29.36,20.44,269.36
Papua,2009,01_Jan,24.71,29.26,20.21,320.76
Papua,2009,02_Feb,24.56,28.99,20.17,386.19
Papua,2009,03_Mar,24.61,29.16,20.12,480.4
Papua,2009,04_Apr,25.07,29.61,20.56,343.48
Papua,2009,05_May,24.64,29.09,20.24,274.19
Papua,2009,06_Jun,24.26,28.7,19.85,285.88
Papua,2009,07_Jul,23.8,28.0,19.64,295.15
Papua,2009,08_Aug,23.67,27.96,19.44,273.39
Papua,2009,09_Sep,24.4,28.94,19.9,251.02
Papua,2009,10_Oct,24.61,29.43,19.84,243.01
Papua,2009,11_Nov,24.93,29.73,20.16,217.01
Papua,2009,12_Dec,24.95,29.32,20.63,282.45
Papua,2010,01_Jan,24.45,28.85,20.11,340.02
Papua,2010,02_Feb,25.03,29.53,20.58,269.32
Papua,2010,03_Mar,24.86,29.52,20.25,432.29
Papua,2010,04_Apr,25.14,29.53,20.8,455.36
Papua,2010,05_May,25.1,29.43,20.82,383.65
Papua,2010,06_Jun,24.63,29.05,20.25,263.52
Papua,2010,07_Jul,23.76,28.0,19.55,225.55
Papua,2010,08_Aug,23.91,28.26,19.6,255.52
Papua,2010,09_Sep,24.4,28.96,19.89,405.68
Papua,2010,10_Oct,24.6,29.46,19.78,239.15
Papua,2010,11_Nov,24.92,29.75,20.13,211.92
Papua,2010,12_Dec,24.79,29.3,20.34,296.03
Papua,2011,01_Jan,24.84,29.35,20.39,304.29
Papua,2011,02_Feb,24.55,29.29,19.84,296.68
Papua,2011,03_Mar,24.92,29.32,20.55,308.59
Papua,2011,04_Apr,25.05,29.42,20.73,361.38
Papua,2011,05_May,24.0,28.58,19.46,286.64
Papua,2011,06_Jun,23.99,28.56,19.47,339.1
Papua,2011,07_Jul,23.58,27.67,19.53,286.0
Papua,2011,08_Aug,23.42,27.97,18.92,262.89
Papua,2011,09_Sep,23.63,28.06,19.25,220.6
Papua,2011,10_Oct,24.46,29.19,19.78,303.17
Papua,2011,11_Nov,24.77,29.4,20.19,216.28
Papua,2011,12_Dec,24.97,29.38,20.61,288.8
Papua,2012,01_Jan,25.02,29.43,20.65,292.95
Papua,2012,02_Feb,25.25,29.82,20.73,326.26
Papua,2012,03_Mar,24.53,29.19,19.93,442.77
Papua,2012,04_Apr,24.83,29.24,20.46,353.61
Papua,2012,05_May,24.54,28.84,20.31,336.51
Papua,2012,06_Jun,24.01,28.58,19.48,295.47
Papua,2012,07_Jul,23.34,27.52,19.21,232.52
Papua,2012,08_Aug,23.58,27.8,19.41,257.2
Papua,2012,09_Sep,24.07,28.57,19.62,307.39
Papua,2012,10_Oct,24.39,29.43,19.39,242.1
Papua,2012,11_Nov,24.55,29.18,19.97,259.76
Papua,2012,12_Dec,24.9,29.33,20.51,190.73
Papua,2013,01_Jan,24.87,29.24,20.55,303.7
Papua,2013,02_Feb,25.03,29.41,20.69,275.08
Papua,2013,03_Mar,25.09,29.74,20.48,356.8
